detail_list,mark
 er m griya adma jl. era ai lll blok d3 o. 15,__label__positive
jl . l jami raya gg.rajai r .004/04 o.34 de a m solah  r l ima ...(belaka g war g darsih),__label__positive
" rak ek dok er rezi se a ra i, eri d s ria lll sam i g r mah r 70 (r mah war o ore s)",__label__positive
jl gjhbggh(ghhh),__label__positive
"jl. li gkar sela a , li gkar sela a , almerah lama loro g ramb a r 26 ar a li(mas k loro g ramb a l r s ad os ora g j al a ama a ke kiri r s l r sss aja  ar me ok di oko reja ke kiri r s ik i jala me ok ke ka a r mah de a m shola)",__label__positive
" a ai i dah ka k, jl wale i dah lll o 27, ka k m ara",__label__positive
ka or di as  kb  a lam  g bara (jl. era ai o. 1 liwa lam  g bara ),__label__positive
jl.raya babaka mada g desa babaka mada g r .02/01 o.46 k . ba e y... r mah s adz ga (ga g ma gga d a/sebra g bakso mi gg ),__label__positive
k .meda g r 004 rw 003 desa meda g ke . ageda ga kab. a gera g ( a oka sam i g war g asi  ri fajar i ggir jala ba ge ...),__label__positive
al r d a ba gkara ba eee( oko iramida),__label__positive
"jala gajah mada kalisa  slawi r 01/ rw 07(belaka g ka or   ersis, r mah war a k i g ya)",__label__positive
jl sei silaba ... kar i i o 45...rmh e o os( o 45...rmh e o os),__label__positive
"k .jagawa a r 001/rw003, ds.s kar k , ke .s ka a i, kab.bekasi(ga g h. di mas k kedalam... a r mah war a hija  a)",__label__positive
"jala i res jaga iv desa em a g lll ke la gowa  ara kab mi ahasa rovi si s lawesi  ara(jala i res, de a sekolah sd i res em a g)",__label__positive
desa ba y do o r 01 rw 01( erem a a  gri i kesela a sediki ... r mah i gka bawah ya ada oko al jaras aq a i ),__label__positive
jl arzimar lll r 02 rw 03,__label__positive
"sei s ka deras, jl. d s  sawo vll (d s  vlll, o.42), kab. ba  bara, sei s ka, s ma era  ara, id, 21257",__label__positive
"hadi s bha , bima fi a e... jala mayje s oyo o. 103 seba e ga  gara bara ",__label__positive
jl ko a a e ajak si ga( oko sellla milala),__label__positive
jl . maear hi ammm bir  e om o kdi o 67,__label__positive
vero i a omor wa ak if +62 896-2674-9072 alama  jl wijaya k s ma lll/99 kel  jember lor ke ama a   a ra g kab a e  jember rovi si  ja im,__label__positive
forzaaa elljl raya ggolek o 22,__label__positive
"lia g a gga g jl.kel raha gg.ker i g 2 r 10 rw 04 o.60(r mah war a hija , disebelah ada war g ya g j ala serba ada(s a k, mi ma , dll), ada s a d k '' salam awas...! ayo bergab g!!! "".)",__label__positive
"jl . i ar ak g r .01/02gg. a o g, kel. s ka ra, ke . ili i g, jakar a  ara(deke kli ik yasmi ... ko raka hj.a im)",__label__positive
jala m riaaa be e ga  kos b mar i(kos b mar i ),__label__positive
jl .mera i jaya 5 ga g masjid al-m hajiri masjid 2 i gka .. l r s ada erem a a ... r mah sebelah kiri a war a ora ye da hija de a r mah ada oho sawo,__label__positive
" asar lll a al, dishor m erda a mo or( )",__label__positive
" he re ide es a dharmawa gsa ower 1  i 2205 , jl dharmawa gsa vlll kebayora bar jakar a sela a 12160. i e e  ara",__label__positive
jl kebo iwa  ara lll o 4 de asar bali,__label__positive
jala besar ajak e ral li gk ga lll o dok 7,__label__positive
jl hj ma sy r r 0503go dro g dik ga g hj sami ...,__label__positive
"jl.abadi r .003/04 o.38a 15225.... o dok karya,ba e ,ko a a ggera g sela a . o dok are ",__label__positive
"jl, yak adam kamil lll kom lek l  o 23, e s jaya",__label__positive
 em aka  ih e gah xxx o 17 r 9 rw7,__label__positive
alama r mah  er maha gra d mekarsari reside e h4 o 26 jala raya jo ggol ke ama a  ile gsi kab a e bogor jawa bara .....kode os 16820 (blok h4 o 26),__label__positive
ggg olsek r mah omor 126 r 003 rw 015,__label__positive
de ok m lia 1 jl jamb r .08/15 o.10 ( e el lele sadizzz),__label__positive
g3rba 9 0risssss  mber 8 era h0 e( 0. 08),__label__positive
h a lll desa imbaa  erdaga ga ,__label__positive
jl . le  karim kadir er m  s emko blok h 6 r 28 rw 07 kel. ga d s ke . ga d s(mas k jl . karya abadi 1 l r  s aja sam e ada s a d k ji a food),__label__positive
 er maha maya gggi blok e6 o 25 r rw 009/08 o.25,__label__positive
ga gg k b r r 11 osko beba ra (kos....),__label__positive
 ri safira rege y... assabla a blok f4 o.7,__label__positive
jl . e ga i ali ii r 08/06 o.28( a oka r mah de a masjid  r r rohmah ada war g asi d k hj. gamih... yg ada r mah lg d ba g ),__label__positive
"jl. ika ba yar li gkar  ara, r 04 rw 03 ke maya ga (kebara   elab ha lama er ss, a i kiri jala ada j ala isi galo , sebelah ya ada oko i ggir ya ada gg mas k.o, war a hija  omer 2, hd ke im r)",__label__positive
mr  siloam sema ggi(r mah saki l .lobby),__label__positive
felmamamesah@gmail. om(...),__label__positive
jl  ib b r vlll  r 08/09 o4(war g ib  mi),__label__positive
 a riasarivlll,__label__positive
"jl. bi gi sari lll o. 108 jimbara , ke . k a sel., kab a e bad g, bali 80361(kos la ai 1)",__label__positive
jl gadi g raya 568 d re sawi . (di oko i domare ya yaaa),__label__positive
ikke aroli e.... a ar eme s ri glake ower aldesia 710 s mare o bekasi. kel raha marga m lya..ke .bekasi  ara.bekasi 17142,__label__positive
" o es bai l q r'a r /rw 002/004 jl.le a soe i o o 754, bri se ori mas k l r   s, de a sele a .",__label__positive
jl .ma dor sami r 03 rw 06 ko rka  ak s ge g yg ake viber  ih... a a gak mamah a alia,__label__positive
jl si gede 2 o 51 e(jl si gede 2 o 51e...kak saya esa ld 120 m war a salem 1 maroo 1 ak  esa 2  s),__label__positive
01/05 jajar ka igoro bli ar(de a  a d al falah.. agar bir   ih...),__label__positive
jala g44aaajah madaa 218 gerba g or11ss b44y ,__label__positive
jla a gg r lll r 15 rw03,__label__positive
 ikma lkhoirh (z  zvhgf bfgii dghhhf ),__label__positive
exis s a...r ko se ral iaga kalimala g blok a2 o 14,__label__positive
jala  er a ia d s  lll jamb r  la .i ha o sel,__label__positive
 er maha m iara i ra i dihia g...blok h o. 39..i dihia g.ko a asikmalaya.jawa bara ,__label__positive
jl . ram ka r . 05 sam i g hooll badmi o  asar bawah (r . 05 rw.02 ... ria b rlia ),__label__positive
"jl war g je gkol,kharikhil bogor... (ko raka  er ama se elah smk ris kses ( ra a mamah ya a ha ) )",__label__positive
"jala  am lll r .013 ,rw 008 o.11 a(dijemba a )",__label__positive
jl da a ra a vlll (jl da a ra a vll o 67 r 004 rw 004),__label__positive
"bakmie djawa & ayam kremes mbah jokro, ( sebelah alfamar /  ara masjid al ikhlas) r ko i ywalk lb 24.. er maha raffles hills... jl. al er a if ib b r - ile gsi",__label__positive
 a a ggo 2 r 005/ rw 003 o.40d( asar eli a...mesjid bab oyib),__label__positive
jl kem i g desa dada a ds se awa (jl.kem i g l r sss o og sam ek ada oskamli g mas k kiri),__label__positive
"jl. oma 1 o dok abe ilir, r 002/07 o.9 ( a oka  ya dari gg oma  gelewa i kira kira 5 r mah ada disebelah kiri dide a r mah o 60 b ka yg made jala r mah ya.... a ya aja r mah ba a dede kel raha )",__label__positive
ga g 13(r mah war a bir .... b jasmi),__label__positive
jl dewi sar ika gg mela i lll de a ka or rw 08 ad ko raka ijo la ai 2 o 3,__label__positive
r 27 rw 08...,__label__positive
 arama iii r 02 rw 01(mas k ga g arama iii..ada masjid bai l m kmi belok ka a a a ke ara...r mah ali g j g a hija ),__label__positive
"jl . ri les ari blok k14  la air a xxx(r mah a war a bir ,ab "")",__label__positive
 er maha   dwg wilmar... ga g s gai b aya..,__label__positive
jala silika 7 o 40 r 4 .rw 11...(war g moms) (silika ga g 7 mas k ke sela a ),__label__positive
 er m i ra garde 1 ex blok aa2 o 39...,__label__positive
jl .sidosermo lll/ 9a ( ersewaa wijaya),__label__positive
"jl ir h j a da o 22 -d, i ay g... i  a - a gsel ( oko beras sam i g la g afe mado a)",__label__positive
jl .kam  g m lija i r 10 rw05 r mah irma / ib erah (damaya iiiirma@gmail. om),__label__positive
"jl da o gaffa ma galli,de a  ermi al a a b gayyya",__label__positive
jl . em .bar ll o.llld. r 02/rw 05.ja i em aka.ke . o dokgede.ko a bekasi. jawa bara 17411,__label__positive
jl. rajimi (de a kie bobay... j ala  a as mad ),__label__positive
kel raha mekarjaya ke ema a s kmajaya r 001/rw022 o r mah 10b (de a  ya r jaya lo dre jl war jaya lll mas k l r s belok ka a ko raka k3) ko a de ok 16411( (de a  ya r jaya lo dre jl war jaya lll mas k l r s belok ka a ko raka k3) ko a de ok 16411),__label__positive
jala  asir ra d kad  r g a gera g ba e ...war g i o l mad ra(sblm mas k masjid al f rqo ),__label__positive
" .da kos farma jl.rawaga el blok llls kav 40, logad g jakar a im r( .da kos farma kav 40)",__label__positive
k .rawab aya r 003/rw 004(r mah ba a jaya iy ... dari war eg rima jaya maj diki ada ga g mas k),__label__positive
jl me orrreh blok 1 o 40 gbh ( o 40),__label__positive
"ba as ko a,g g k ra dah,sa jai, b ki i ggi(belaka g kom leks kehakima lll, b ki i ggi)",__label__positive
"salo  i i, ma aiwoi, ke dari i y, so h eas s lawesi(salo eyelash by i g smk 3 ke dari, jala b di  omo, kadia, w a-w a,sam i g rm s ma ra,de a salo  i i (by i g ollle io ))",__label__positive
 er m b mi ala a blok a1 o 3(jala saxo ho e... er m de a i domare saxo ho e),__label__positive
jelokkk r 3 rw 3 e ogo boyolali 082243636054 jawa e gah mas  rya o,__label__positive
baa r 20 rw 20 mojoker o kedaw g kab a e srage jawa e gah(ko er fas  elll),__label__positive
"jala  j g hara a gg al ikhlas....r 1, rw 15 a oka sam i g war g, i  ke2 dari war g",__label__positive
" er m  her 1 blo k h o 10 r 19( (r mah war a i k  g ,di de a ada se a d k besar @ i se mall.s ore di de a r mah ow ada ga g flamboya ,r mah de a da g flamboya  ass....))",__label__positive
jl kemayora   bar  se a a  3a,__label__positive
?????,__label__positive
jl . ma gga lll j g kom ar rahim r 25 gg belimbi g o 120 a,__label__positive
jala dok or m wardi lll  o 35 grogol e amb ra jakar a bara ,__label__positive
ds a gak d s  lll r .14/rw.02,__label__positive
kam  g a eeeresa r 04 er m bali reide ,__label__positive
jl rege si les ari lll blok d3 o 12  ri bo a i al reside mega kebo jer k (blok d3 o 12),__label__positive
"jl .masjid almabr k lll,r 12/rw03 o20",__label__positive
jl kebo ka a g xxxix o. 15 (b gis hijab) 10240,__label__positive
"jl  ele ah 2... er maha hara a elok blok a7, mer 10,r oo7.rw o16",__label__positive
jl ram ka gg7 r 03 rw 01 ds/ ke rejoso ga j k ja im...64453,__label__positive
k .wari gi jaya r /01 rw/07 ke ama a bojo g gede... ama ga g war g la ,__label__positive
"desa eho hilisimae a o...jala bar ( el k dalam,la g dri ,eho hilisimae a o)",__label__positive
kom lek ak wo blok ga o.6a....deka i domare  ak wo f574(kos  ela gi 3),__label__positive
jl dadirejo...r 01/03 o 23..d k h ga d kid l,__label__positive
gore ga sam i g g da g mas ....... mbak li a r /rw = 044/005( ),__label__positive
jl .raya dri g  o 48 im r alfamidi margolawo sela a jala ... kam oe g ge rek & j ss,__label__positive
6281332256800 er m. gra d royal rege y blok or hid j5 o 15 ... r 2/rw 16 kel raha /desa  wage(maro da  os a(m ke a)),__label__positive
"jawa bara ,ba d g,jl. ahlawa  o 48 rs kar i i ,, ibe yi g kaler,, eglasari(jl. ahlawa 48 rs kar i i ibe yi g kaler ,, eglasari....)",__label__positive
jl ibogo we a ga g  r l ima vlll,__label__positive
 er maha griya e la les ari blok   o 19,__label__positive
k k k  r 06 rw 05 ( i gggir kali sebra g koramil) a oka r mah haji a di,__label__positive
aaa(aaa),__label__positive
"jakar a garde  i y,jl lam s ri g lll( l s er lam s ri g) o 77, ak g im r,jakar a im r",__label__positive
 .greee lam asia a ifi (lo 257),__label__positive
jl wijaya k s ma as er 4 k s ga a r 001/013..sam i g r mah r h se war g...,__label__positive
" awa g lll ,jl  sma har  o 33 r 12 rw 05",__label__positive
jl. er aha a  a mbak... er s mas k jl sa dara(jl sa dara..kos r ko sebelah ka a ),__label__positive
d s  g da g r 01/rw15...jal  irawidah,__label__positive
jala rawa bebek 2  r ..11/10... o 10(la ai dasar sam i g b haji a a),__label__positive
"..jl villa asia ..km  g gedo g r 01 rw 24 desa bojo g gede ...ke ama a bojo g gede kab a e bogor kode os 16922,r mah mamah rya /mamah raisya(r mah mamah rya /mamah raisya)",__label__positive
jl .kebo ma gga lll r 8/rw3 i lir kebayora lama o r mah 23 (de a  skesmas),__label__positive
meday  ara xxx /9 r gk ,__label__positive
jala bi aro ermai lll r 04 (jala bi aro ermai 3 r 04/ 09 ga g mawar o 10),__label__positive
" ikaaa (ib saroh) de a wisma b da ra  r 03/07 elela ga ,bla aka ,s ba g",__label__positive
"diski,jala  aya bak g ds be e g gg. i a glll, kab. deli serda g, ham ara  erak, s ma era  ara",__label__positive
i   em akaaa mas l 4 blo k hdr o 6000,__label__positive
kalima a bara kab ke a a g jl r.s ra o goal grafika(kkkk),__label__positive
r ko e gga o ( o 7k....deka i domare ),__label__positive
jl. ro a lll gg. sa ri kom . er m balqis sa oso r .69 o.08 (sam i g r mah ak galih sa oso)(sam i g r mah ak galih sa oso),__label__positive
jl .bak i o.35 r .001 rw.003 kel.kebo bawa g...ke . a j g riok..jakar a  ara...14320,__label__positive
ds wo okoyo ds s mber a gg l r 04 rw 07 mojosari (ad s a d l early a...r mah d a ga ra mas k ds wo osari),__label__positive
jl kesejah eraa  im r omor 512/sd i res amala rea 4(de a sd i res amala rea 4 erem a a belok kiri j g me ok kos wr a hija ...),__label__positive
"r mah saki  m m aba a ( r a g em aka la ai lll) jl. ahlawa  o.14, delod eke , ke . aba a , kab a e  aba a , bali 82121 (r a g em aka la ai lll)",__label__positive
 sa i dah ada g hara a jala keb  ve era (ga g er ama a jak kebawah me ok sebel m a jaaa ke a as agar hi am ada 2 kos a ),__label__positive
 im  a g sidom  l r 03 rw20 ke ama a sera g ba e a( im  a ggg ),__label__positive
jl masjid dar l m alimi ga g wahid o .94 r .005 rw 07 kel o dok ka a g im r ke . o dok are jillli,__label__positive
"k . asir i is r 04/07 ke ama a jo ggol kab bogor jawa bara ,,( sebra g la a ga bola i ra i dah i y)(sebera g la a ga bola i ra i dah ada ga g mas k l r s er s ik i jala  ama,, ada r mah 2 lai ai sebelah ya ada war g i ggir jala ,ada  r a ke bawah ada rmh war a ijo oska,,r mah di bawah di ojok...)",__label__positive
solaria malll kela a gadi g(la ai 2),__label__positive
jl . yos s darso lll gg kel arga 77 ko raka kay  ali g j g,__label__positive
desaaa se kee(jala ba ee),__label__positive
jala ke o g ka a g xxxix o 11,__label__positive
"jala loro g de a  olsek,habis  belok kiri .. ar i ggal el o jaaaaaaaa oke",__label__positive
lamajjekko deka  er igaaa ke jarae (blk g rmh ba  war a ab -ab ),__label__positive
 er maha  a orama se a a 2 jl ga o s bro o km 1... blok b10 o 16,__label__positive
jl am lll r 013 rw. 008 o. 11a,__label__positive
k  a drasari wadas ema i ga ajo..r /rw 03/02(gerba g hi am...di sebra g r mah ada la g ko raka ba a oma ),__label__positive
jala   seeee a a a gi   er e 10 erwe 35 o 222 3a fbr,__label__positive
jala lembah kasih ba jer li gk ga vii(awall elll),__label__positive
jl . oja ga g xxxib o. 12b ( o e r mah kos  i gka ),__label__positive
kemas 1 ...d a m sholla syaikh ab bakar,__label__positive
j j l k... ko raka war a war i o 1 (  ya ak hj.jaka )(deke ho el karisma),__label__positive
jl  ahlawa desa mali a g lama kom ar ra dah 06 o 19 r 1b ke gamb  kab ba jar.....mi a aria i a a war g gore ga mm mi a,__label__positive
sim a g g  g era g r 01 rw 01(r mahhh a ijo ),__label__positive
ga g majelis... r 011 rw 01 o.37,__label__positive
jl.kejayaaa belaka g o.10. r 12/rw04. kr k  ama sari( a oka m sholla a - aqwa sm g m sholla ada gg ke il mas k diki  i   er ama dri gg r mah sy),__label__positive
"jala kebo ka a g xxxi o.25 a ah aba g, jakar a  sa 10240",__label__positive
 o  ... oko s  how de a balai desa bojo g re ged jl. bojo g re ged kam  g  ka g kaja g ds. raware gas o.30 r . 001/010 ke . kosambi el k aga a gera g - 15215,__label__positive
jl.simo jawar ga g 5 o.56..... r 04 rw 01,__label__positive
" isa gsambo, ir ajaya, kab a ¨¦ karawa g(ga g damai sam i g sm  1 ir ajaya mas k er sss kedalam ga g r mah war a i g hi am de a  ya ada kolam ika )",__label__positive
ds. wo okromo d s  lll gg flamboya r 020/rw006 ke ama a  omal kab a e  emala g( a oka r mah sd  1 wo okromo jemba a belok kiri l r s ada ga g ke il mas k (belok ka a ) / (waryo o ka sah lo o g)),__label__positive
"jl.kem da lll,ba jar ba as, eg ya ga ka gi , abrik ah lombok",__label__positive
"jl . desa r   ( os sek ri y  sss), kab. ko a wari gi bara , ar  sela a , kalima a  e gah, id, 74113( )",__label__positive
"ds.babada , ds  babada , r /rw.02/04.ke . a e.....kab. ga j k ja im",__label__positive
jl .h.djairi.r .13/02 o.69d(rawa b aya.. e gkare g...de a m shola al islah... riya ),__label__positive
jl  yak adam kamil lll kom lek l  o 23 ke bai rrahma  e s jaya ba da a eh,__label__positive
jl ba ge m lya lll o 26 r 5 rw 1 blaka g  skesmas ba ge ay ,__label__positive
sebelah f sal ka iasa s or ada ga ra m awa ah e drawasih ms k lal belok ka a ik i jala .lal ada ga ra k ra ji mas kkk l r sss er s sam e me ok lal belok kiri l r s sam e me ok ada s a d k ike olsho r mah ya(r mah ada s a d k ike olsho da  ike la dry),__label__positive
basis 4 e jl ra baaayid gg kesa a  asar   g(r kok 3 la ai),__label__positive
jl.a jasmoro e gah lll o 8 ( ri si a salo ),__label__positive
"jl  em aka  ih e gah xxxiii 33 38, jakar a  sa .",__label__positive
kadi iro r o3 rwo3 a ddd kar ika (jala kali gga dlm 1),__label__positive
r /rw 003/003 ds irak lll ( krama ),__label__positive
d re jaya jl.delima vlll blok a o 313 r /rw  12/12,__label__positive
ddfff,__label__positive
"de a  er ami a b gi,mas k lrg sa ja de a la a ga r mah war a okla ...",__label__positive
jl. b ga ka il xxxv(r mah o. 7 asar 7),__label__positive
ds . ba ara r 1 rw 15( asar wa da da g kebara  er4a ke 2 ke ka a r mah omer 3 ... kadi be ak),__label__positive
jl gerba g    oris o 8 era ho e bay ,__label__positive
"ak isss km 14 ,r .06 rw.02 ala g kela a ( e erima s l a j za afesi )",__label__positive
jala kam  g bar 3 r 10 rw02 o.3 (r mah ba ak imam hamzah a oka ya deke bida a a  i l r s aja de a ga g m shollla  r l ima ),__label__positive
kam  g yali d g r 04 rw 04 o 381 ke ama a  i r g kab a e s kab mi...,__label__positive
griya a orama  rwasari blok 3/17 r 001/012( rwaaari),__label__positive
" arrr kirim ke i  em aka mas l 4,hdr s m r ba  kemayora jakar a  sa (bos hdr)",__label__positive
" er m griya mekar i dah blok eee3b o.17 a g lah  ara ,ke .ko abar kab.karawa g jawabara ",__label__positive
kadi iro r 3 rw3 a   s rakar a,__label__positive
"r mah saki  m m a lia, jala raya  ara lodoyo, lodoyo, kali a g, bli ar, eas java, mas k ke bara / g lo  r  s aja sam ek ada r mah i gka  ojok a  a war a hija ",__label__positive
ka or waliko a ma aram(ged g sebelah  ara la ai 2 (d  a)),__label__positive
"jl . gg.hj asmawi r 006/ rw 001 ko raka b da kayla, r mah mamah mozaaa",__label__positive
jl kalibar  im r vlll l r 013/ 03 o 37( a gkala  asir),__label__positive
jl gam ri 1 ggkar ika lll r 003/014 (kokom  ka g oge,__label__positive
jl rima bak i sijo o war g asem... rod ksi rambak k li   ra ahaya i ggir jl raya 400 me er dari exsi  ol (  ra ahaya s ak r 1 rw 1 ),__label__positive
jl k bali xxxiii ( asi k i g mbok r m),__label__positive
jl mega ermai blok lll evsdq o.24 ke . galiya ko a semara g,__label__positive
jl wa  g de a sm 21 jakar a...ko er abadi ell o 29 ...riri ,__label__positive
"jl hj aim 3 r 04/09 . sam i g ho el goodri h ada os o 6 belaka g os ada kosa  ager i em ke il , aik aja.... i  ke d a se elah a gga.. (r 04/09)",__label__positive
jjhhh ggggg,__label__positive
jl  al  kid lll belaka g sd al . r 03/05( omor r mah 60),__label__positive
jl kasi gg krama  o 28 r 08 rw.02 ... ma s dewi okies (ms k gg makam sam i g aki se ral .. ms k ad be er akmal olsho ),__label__positive
"is i  mi di r 01 ge ak s mberag g je is ba  l,kira2 d g ka a  jih?hr a a... +62 813-9111-3030",__label__positive
jl . hj.m hajar r .005 rw.002 l +62 857-7552-9233... a ak y a isa,__label__positive
ke  ak aka kel dra go g k  ra a sawah ...r 01/rw06(r mah),__label__positive
  agrab di kom ika... jl ra aekek al ... sam i g ba k b i,__label__positive
jl ma gga besar xllla r .012/001 o.12a sam i g rs.h sada(r mah b r 012),__label__positive
6281262821373 gedo g kiwo mj1/1116 r 60 rw 12 kel.gedo g kiwo(salem...hija ...bir  okla ...grey. ( asmi a hd a)),__label__positive
meday  ara xxx  o.62,__label__positive
" egal sari ma dala lll, jala rawa a gk k gg b   o.1, egal sari ma dala lll, meda de ai ko a meda -meda de ai, s ma era  ara id 20226",__label__positive
 er m graha asri(jl. i ar m vlll blok a9 o 87),__label__positive
kali gga r mah bir . dkee  .a. d kaar iikaaa kadi iro bjarsari s rakar a. solo r  iga rw el solo,__label__positive
kemba g seri d s  3....r ko sebelah balai si d ,__label__positive
"jala  e gk  hik di i e g lll o,3. i e g syiah k ala. ko a ba da a eh - syiah k ala, a ggroe a eh dar ssalam ( ad), id 23116(jala  e gk  hik di i e g lll o,3.)",__label__positive
ga g d k h i ggir lll o 30 r 02 / rw 006 kel raha kebo mela i ke ama a  a ah aba g jakar a  sa ,__label__positive
alfamar le a har  ke . i edes i ggir balai ko a deke  a gka g ko i ko a asikmalaya(alfamar le a har  i ggir balai ko a..deke  a gka g ko i... ko a asikmalaya),__label__positive
" rimoharjo,seme dawai s k lll,kab a e ok  im r s ma era sela a (bakso barokah )",__label__positive
"jl.s gai bamb vlll r /rw 004/008 kel.s gai bamb , ke . a j g riok,jakar a  ara (14330)",__label__positive
ds lll b   maraja,__label__positive
dem el(gvsvjkkk),__label__positive
"jl amir mahm d gg ema 3 o 59 ..r 02 ,/ rw 12...ko raka  i dao sebra g ko raka b l kma (r mah ali g j g)",__label__positive
jl mo gi sidi lll oko mariz rahma(sam i g s ba s ka),__label__positive
k babaka  e as r 04/04 ...(de a r mah ak r ),__label__positive
jl. ribe a 2 belaka g masjid jami  r l ikhlas...ke  a  ada g mama shella(war a a r mah hija ),__label__positive
balik a a kilo15 r 26....(deke  or alll ),__label__positive
jl i res d s  lll de ai lama (jl i res d s  lll de ai lama ),__label__positive
kavli g la i m ba jarsari d7 b d ra sidoarjo (sebelah  sa ara herbal... agar merah omer d7),__label__positive
jl. swadaya j g o.99 (dari os merah ya g ba yak mobil2 ora g a i aba g ya l r s aja yaaa ela 2 a i di sebalah kiri ada ga g ke il.. ah mas k aja ba g sam e em r mah a k i g ),__label__positive
 yem h.r 03/rw 01.krambilsawi sa osari g  gkid l.( yem h.r 03/rw 01...krambilsawi sa osari g  gkid l.),__label__positive
gili im r bi d k...  ara ya er maha  ama gili(mas k avi ke im r di sebelah sela a  em a bara g bekas ),__label__positive
"d s  lll desa egeri ag g, ke ama a b ay em ka eli g, kab a e oga komeri g l  im r",__label__positive
kel limb r embesi ke ba hi vlll kab sarola g  rof jambi,__label__positive
jl mayor safei o 25 r 05 rw 05magersari sera g ba e 42112... ( a oka  i ggir kali ba e ),__label__positive
jl. kebo ka a g xxxii o.14 kel raha kebo ka a g ke ama a  a ah aba g,__label__positive
gemah jaya lll o 22,__label__positive
a ar eme b ah ba  ark...jala  ibore e o 3...me gger...ba d g kid l...ko a ba d g...id 40267( ower b...la ai 5 o 20),__label__positive
jl lagoa ga g lll b1 o 4 r 004/rw 04 kel raha lagoa.ka ama a koja,__label__positive
"ka i we a r 01 rw 08(blok lorrr, ga g ya ya g di de a gor f sal i ggir jala lal l r s aja)",__label__positive
"jl.ke ikir(ga ra jl ke ikir mas k r s. berhe i saa ada r mah i gka 1 belok kiri. l r  r sss sam ai ke em  oko, de a  oko a da belok kiri r s ke em sama agar di di g  ih sebelah ka a jala )",__label__positive
jl. rade fa ah r . 001/001 o. 89 a i ggila  ara iled g 15153( k ra 5l yah... ),__label__positive
. r 05/rw 05.jl  eka ra vlll ( o 19. abrik mie aa),__label__positive
" ama ko o i dah 5. rahay , ke margaasih ko a ba d g.jawa bara 40218, i do esia...sommerville vi o 26",__label__positive
jala swadaya lll r 03 rw 02  lo gad g jakar a im r m sholla aridho (sebelah m sholla aridho),__label__positive
"jl. ra d bara iii o.1, sido o o we a , ke jera , s rabaya i y(jl ra d bara lll o.1)",__label__positive
"jala gar isi  dalam o 2-3, daerah kh s s ib ko a jakar a 12930 ( loadi g dok r mah saki siloam mr  )",__label__positive
k ba g raya jl.s kajadi er maha mawaddah 2 aha lll blok r13 ( a am),__label__positive
jl .mela i....mas k ga g a ggrek o.22b. sam i g la ggar al m hsi i ,__label__positive
ds . geba g ay ds.ked g dowo r ko sela a jala  ol geba g ay ... ( as ya war g baroqah),__label__positive
ds jamb  (ds jamb ds jamb ),__label__positive
vhjjj(vbjj),__label__positive
 k ha ifah gg arga ra ke s karaja desa ima dala kab bogor...r 02 rw 01 o 21(sebelah m shola al iklas ),__label__positive
jl le je d s oyo lll/28 b r 04 rw 10 kel b re ga ke . esa re ko a kediri,__label__positive
jl.de asar lll o 70 k i ga  im r jakar a sela a (jl. de asar lll o 70 k i ga  im r jakar a sela a r 01/02 ke . se ia b di),__label__positive
"jl. sila rrahim o.12, egal sari iii, meda  i y, or h s ma ra( agar ijooo)",__label__positive
jl ijaw ra gira g lll ga g akradi a a o 9a,__label__positive
ked ggo g r 4/rw2(kada g  s belok kiri l r sss ada r mah hija  aik kea as),__label__positive
jala  irbaya xlll o 22.rw.3(r mah)( irbaya 13 o.22 rw.3 daerah kh s s ib ko a jakar a im r ),__label__positive
k bis lll o 5f r .002 rw.005,__label__positive
" mks  . or ga da ah a ga da, ba dar selama , or h lab ha ba  rege y, or h s ma ra(gamba ga jaya ... er maha  ks orga da)",__label__positive
wawo aaa li gk ga 4 o.3(blaka g alfamifi),__label__positive
"jala is iraha , desa kaibo d so sedoro , madi  r 18 rw 04(..... )",__label__positive
d s  ieeee kraja r .14 rw.05 desa asirm  a g ke . ika m s ba g(r mah ali g j g( e ggili ga  adi) arah ika m),__label__positive
"jl. sim a g adhyaksa r 26 rw 08 o. 66(mas k kom lek sim adhyaksa, er igaa belok kiri, l r sss, ada er igaa lagi yg ada m sholla, belok ka a , l r sss aja sam e me ok ada r mah bedaka  ali g j g jala , war a hija , )",__label__positive
gg sawo de a kos barokah... r 04 rw 11 a gera sogiri(kos sawo),__label__positive
kos mbah gira .... egalkra yak r 001/rw033 sariharjo gaglik slema yogyakar ,__label__positive
d s  lll k . karees r .013 rw.006,__label__positive
jala s all d s  lll b lima ma is,__label__positive
desa a gkoak jla  yi age g sera g blok  ara r 13/rw4 a gkoakkk d k   a g,__label__positive
jl . asio al lll(r 2. rw7),__label__positive
jalaaa moer ir omor 600 g g fbr 3a s m r ba   ,__label__positive
xzs(sss),__label__positive
kavli g ej a g lll o 10 .r 04 rw08,__label__positive
jl sasak b b r.... r 04/ rw 09 k say ra desa mekar m k i iham elas.... ba d g bara ,__label__positive
k kd ka g desa  rwaraja ke me es a degla g- ba e ... 42262 oko hjs elek ro ik (blok),__label__positive
"jembra ga r 02 rw 05 o ro aya  ogosari boyolali jawa e gah, kab. boyolali, ogosari, jawa e gah, id, 57378 (adelliaeha  (088802856161) jembra ga r 02 rw 05 o ro aya  ogosari boyolali jawa e gah, kab. boyolali, ogosari, jawa e gah, id, 57378 )",__label__positive
 er m ja a raya aha iv ... jl.lam  g o 1,__label__positive
